route_highway_2_x,route_highway_2_y,route_highway_1_x,route_highway_1_y,route_highway_0_x,route_highway_0_y,route_merging_0_x,route_merging_0_y,route_merging_1_x,route_merging_1_y,others_x,others_y
216604.4,452133.59,216601.2,452133.65,216598,452133.76,216582.62,452120.76,216597.43,452113.38,1,1
216604.38,452132.6,216601.18,452132.65,216597.98,452132.78,216582.12,452119.91,216597.4,452112.39,1,1
216604.35,452131.61,216601.15,452131.66,216597.95,452131.78,216581.62,452119.05,216597.38,452111.4,1,1
216604.32,452130.62,216601.12,452130.67,216597.92,452130.8,216581.02,452118.25,216597.35,452110.41,1,1
216604.29,452129.63,216601.09,452129.67,216597.89,452129.81,216580.37,452117.5,216597.32,452109.42,1,1
216604.27,452128.64,216601.06,452128.68,216597.86,452128.82,216579.71,452116.75,216597.29,452108.43,1,1
216604.24,452127.64,216601.04,452127.68,216597.84,452127.83,216579.06,452116,216597.26,452107.44,1,1
216604.21,452126.64,216601.01,452126.69,216597.81,452126.83,216578.4,452115.25,216597.24,452106.44,1,1
216604.18,452125.64,216600.98,452125.69,216597.78,452125.84,216577.75,452114.5,216597.21,452105.44,1,1
216604.15,452124.65,216600.95,452124.71,216597.75,452124.85,216577.09,452113.75,216597.18,452104.46,1,1
216604.13,452123.66,216600.92,452123.72,216597.73,452123.85,216576.44,452113,216597.15,452103.46,1,1
216604.1,452122.67,216600.9,452122.73,216597.7,452122.85,216575.79,452112.25,216597.13,452102.47,1,1
216604.07,452121.68,216600.87,452121.73,216597.67,452121.86,216575.12,452111.52,216597.1,452101.49,1,1
216604.04,452120.68,216600.84,452120.74,216597.64,452120.88,216574.4,452110.83,216597.07,452100.49,1,1
216604.01,452119.69,216600.81,452119.75,216597.61,452119.88,216573.69,452110.15,216597.04,452099.51,1,1
216603.99,452118.7,216600.79,452118.76,216597.59,452118.89,216572.97,452109.47,216597.01,452098.52,1,1
216603.96,452117.71,216600.76,452117.78,216597.56,452117.9,216572.25,452108.78,216596.99,452097.53,1,1
216603.93,452116.72,216600.73,452116.79,216597.53,452116.91,216571.53,452108.1,216596.96,452096.53,1,1
216603.9,452115.73,216600.7,452115.8,216597.5,452115.93,216570.82,452107.42,216596.93,452095.55,1,1
216603.88,452114.73,216600.67,452114.81,216597.48,452114.93,216570.1,452106.74,216596.9,452094.55,1,1
216603.85,452113.74,216600.65,452113.81,216597.45,452113.93,216569.39,452106.05,216596.88,452093.56,1,1
216603.82,452112.75,216600.62,452112.82,216597.42,452112.95,216568.66,452105.37,216596.85,452092.57,1,1
216603.79,452111.76,216600.59,452111.83,216597.39,452111.96,216567.89,452104.75,216596.82,452091.57,1,1
216603.76,452110.76,216600.56,452110.84,216597.36,452110.97,216567.11,452104.14,216596.79,452090.59,1,1
216603.74,452109.77,216600.54,452109.85,216597.34,452109.98,216566.32,452103.54,216596.76,452089.6,1,1
216603.71,452108.77,216600.51,452108.86,216597.31,452108.98,216565.52,452102.93,216596.72,452088.62,1,1
216603.68,452107.79,216600.48,452107.87,216597.28,452107.99,216564.73,452102.32,216596.67,452087.62,1,1
216603.65,452106.8,216600.45,452106.88,216597.25,452107,216563.94,452101.71,216596.63,452086.62,1,1
216603.63,452105.81,216600.42,452105.88,216597.22,452106,216563.15,452101.11,216596.58,452085.64,1,1
216603.6,452104.82,216600.4,452104.89,216597.2,452105.02,216562.36,452100.5,216596.54,452084.65,1,1
216603.57,452103.82,216600.37,452103.89,216597.17,452104.02,216561.58,452099.9,216596.49,452083.66,1,1
216603.54,452102.83,216600.34,452102.9,216597.14,452103.03,216560.79,452099.3,216596.45,452082.67,1,1
216603.51,452101.83,216600.31,452101.91,216597.11,452102.05,216560,452098.69,216596.41,452081.68,1,1
216603.49,452100.84,216600.28,452100.91,216597.09,452101.05,216559.21,452098.09,216596.36,452080.7,1,1
216603.46,452099.84,216600.26,452099.92,216597.06,452100.06,216558.42,452097.48,216596.32,452079.7,1,1
216603.43,452098.85,216600.23,452098.92,216597.03,452099.08,216557.63,452096.88,216596.27,452078.71,1,1
216603.4,452097.85,216600.2,452097.93,216597,452098.08,216556.84,452096.27,216596.23,452077.71,1,1
216603.37,452096.85,216600.17,452096.94,216596.97,452097.09,216556.06,452095.67,216596.18,452076.73,1,1
216603.35,452095.85,216600.15,452095.96,216596.95,452096.1,216555.24,452095.1,216596.14,452075.73,1,1
216603.32,452094.85,216600.12,452094.97,216596.92,452095.11,216554.38,452094.61,216596.09,452074.74,1,1
216603.29,452093.86,216600.09,452093.97,216596.89,452094.12,216553.52,452094.13,216596.05,452073.75,1,1
216603.26,452092.86,216600.06,452092.98,216596.86,452093.13,216552.65,452093.63,216596.01,452072.76,1,1
216603.23,452091.87,216600.03,452091.99,216596.83,452092.13,216551.79,452093.14,216595.96,452071.77,1,1
216603.21,452090.88,216600.01,452091,216596.81,452091.14,216550.93,452092.66,216595.92,452070.78,1,1
216603.18,452089.89,216599.98,452090,216596.78,452090.16,216550.06,452092.16,216595.87,452069.79,1,1
216603.14,452088.9,216599.94,452089.01,216596.74,452089.17,216549.2,452091.67,216595.83,452068.8,1,1
216603.09,452087.9,216599.89,452088.01,216596.7,452088.18,216548.29,452091.28,216595.78,452067.81,1,1
216603.05,452086.91,216599.85,452087.02,216596.65,452087.18,216547.34,452090.95,216595.74,452066.82,1,1
216603.01,452085.92,216599.81,452086.03,216596.61,452086.19,216546.41,452090.63,216595.69,452065.83,1,1
216602.96,452084.92,216599.76,452085.04,216596.56,452085.2,216545.47,452090.3,216595.65,452064.85,1,1
216602.92,452083.94,216599.72,452084.06,216596.52,452084.22,216544.54,452089.98,216595.61,452063.85,1,1
216602.87,452082.94,216599.67,452083.06,216596.47,452083.23,216543.59,452089.65,216595.56,452062.86,1,1
216602.83,452081.94,216599.63,452082.06,216596.43,452082.24,216542.66,452089.32,216595.52,452061.87,1,1
216602.78,452080.96,216599.58,452081.07,216596.39,452081.25,216541.72,452089,216595.47,452060.88,1,1
216602.74,452079.97,216599.54,452080.07,216596.34,452080.26,216540.76,452088.8,216595.43,452059.88,1,1
216602.69,452078.97,216599.49,452079.09,216596.3,452079.26,216539.77,452088.74,216595.38,452058.89,1,1
216602.65,452077.99,216599.45,452078.1,216596.25,452078.27,216538.78,452088.69,216595.34,452057.91,1,1
216602.6,452077,216599.4,452077.11,216596.21,452077.28,216537.79,452088.64,216595.3,452056.91,1,1
216602.56,452076.01,216599.36,452076.12,216596.16,452076.29,216536.8,452088.58,216595.25,452055.92,1,1
216602.51,452075.02,216599.32,452075.13,216596.12,452075.29,216535.81,452088.53,216595.21,452054.93,1,1
216602.47,452074.03,216599.27,452074.14,216596.07,452074.31,216534.82,452088.48,216595.16,452053.93,1,1
216602.43,452073.03,216599.23,452073.15,216596.03,452073.32,216533.84,452088.43,216595.12,452052.94,1,1
216602.38,452072.04,216599.18,452072.16,216595.99,452072.33,216532.84,452088.37,216595.07,452051.94,1,1
216602.34,452071.05,216599.14,452071.17,216595.94,452071.34,216531.86,452088.32,216595.03,452050.94,1,1
216602.29,452070.06,216599.09,452070.17,216595.9,452070.34,216530.87,452088.27,216594.98,452049.95,1,1
216602.25,452069.06,216599.05,452069.18,216595.85,452069.35,216529.88,452088.21,216594.94,452048.96,1,1
216602.2,452068.07,216599,452068.19,216595.81,452068.37,216528.9,452088.16,216594.89,452047.97,1,1
216602.16,452067.08,216598.96,452067.2,216595.76,452067.37,216527.9,452088.11,216594.85,452046.98,1,1
216602.11,452066.09,216598.92,452066.21,216595.72,452066.39,216526.91,452088.06,216594.81,452046,1,1
216602.07,452065.1,216598.87,452065.22,216595.68,452065.41,216525.93,452088.01,216594.76,452045.01,1,1
216602.02,452064.11,216598.83,452064.23,216595.63,452064.41,216524.94,452088.04,216594.72,452044.01,1,1
216601.98,452063.12,216598.78,452063.24,216595.59,452063.41,216523.96,452088.07,216594.67,452043.02,1,1
216601.93,452062.12,216598.74,452062.25,216595.54,452062.43,216522.97,452088.1,216594.63,452042.03,1,1
216601.89,452061.14,216598.69,452061.26,216595.5,452061.44,216521.98,452088.13,216594.58,452041.03,1,1
216601.85,452060.14,216598.65,452060.27,216595.45,452060.44,216520.98,452088.16,216594.54,452040.04,1,1
216601.8,452059.14,216598.6,452059.28,216595.41,452059.45,216519.99,452088.18,216594.49,452039.05,1,1
216601.76,452058.14,216598.56,452058.28,216595.36,452058.46,216519,452088.21,216594.45,452038.06,1,1
216601.71,452057.15,216598.51,452057.29,216595.32,452057.47,216518.01,452088.24,216594.41,452037.08,1,1
216601.67,452056.16,216598.47,452056.3,216595.28,452056.48,216517.02,452088.27,216594.36,452036.09,1,1
216601.62,452055.16,216598.43,452055.3,216595.23,452055.49,216516.03,452088.3,216594.32,452035.1,1,1
216601.58,452054.18,216598.38,452054.32,216595.19,452054.49,216515.05,452088.41,216594.27,452034.1,1,1
216601.53,452053.19,216598.34,452053.32,216595.14,452053.49,216514.07,452088.59,216594.23,452033.11,1,1
216601.49,452052.2,216598.29,452052.34,216595.1,452052.49,216513.09,452088.78,216594.18,452032.12,1,1
216601.44,452051.21,216598.25,452051.35,216595.05,452051.5,216512.11,452088.96,216594.14,452031.13,1,1
216601.4,452050.21,216598.2,452050.35,216595.01,452050.5,216511.14,452089.15,216594.09,452030.13,1,1
216601.35,452049.22,216598.16,452049.36,216594.96,452049.52,216510.17,452089.33,216594.05,452029.14,1,1
216601.31,452048.23,216598.11,452048.37,216594.92,452048.53,216509.19,452089.51,216594.01,452028.14,1,1
216601.27,452047.24,216598.07,452047.37,216594.88,452047.54,216508.22,452089.69,216593.96,452027.15,1,1
216601.22,452046.25,216598.02,452046.38,216594.83,452046.55,216507.24,452089.88,216593.92,452026.16,1,1
216601.18,452045.26,216597.98,452045.39,216594.79,452045.56,216506.27,452090.06,216593.87,452025.17,1,1
216601.13,452044.27,216597.94,452044.4,216594.74,452044.57,216505.29,452090.24,216593.83,452024.17,1,1
216601.09,452043.27,216597.89,452043.4,216594.7,452043.57,216504.32,452090.43,216593.78,452023.18,1,1
216601.04,452042.29,216597.85,452042.42,216594.65,452042.58,216503.35,452090.61,216593.74,452022.18,1,1
216601,452041.3,216597.8,452041.42,216594.61,452041.59,216502.36,452090.79,216593.69,452021.2,1,1
216600.95,452040.31,216597.76,452040.42,216594.56,452040.6,216501.39,452090.97,216593.65,452020.2,1,1
216600.91,452039.32,216597.71,452039.44,216594.52,452039.61,216500.41,452091.16,216593.61,452019.21,1,1
216600.86,452038.33,216597.67,452038.44,216594.48,452038.62,216499.44,452091.34,216593.56,452018.22,1,1
216600.82,452037.33,216597.62,452037.45,216594.43,452037.63,216498.47,452091.52,216593.52,452017.23,1,1
216600.77,452036.34,216597.58,452036.47,216594.39,452036.65,216497.49,452091.71,216593.47,452016.25,1,1
216600.73,452035.35,216597.53,452035.48,216594.34,452035.65,216496.51,452091.89,216593.43,452015.26,1,1
216600.68,452034.35,216597.49,452034.48,216594.3,452034.66,216495.54,452092.08,216593.38,452014.27,1,1
216600.64,452033.36,216597.45,452033.49,216594.25,452033.67,216494.57,452092.26,216593.34,452013.28,1,1
216600.6,452032.37,216597.4,452032.49,216594.21,452032.67,216494.57,452092.26,216593.28,452012.29,1,1
216600.55,452031.38,216597.36,452031.51,216594.16,452031.68,216494.57,452092.26,216593.21,452011.31,1,1
216600.51,452030.38,216597.31,452030.51,216594.12,452030.69,216494.57,452092.26,216593.14,452010.33,1,1
216600.46,452029.39,216597.27,452029.52,216594.08,452029.69,216494.57,452092.26,216593.07,452009.34,1,1
216600.42,452028.39,216597.22,452028.53,216594.03,452028.7,216494.57,452092.26,216592.99,452008.35,1,1
216600.37,452027.41,216597.18,452027.53,216593.99,452027.71,216494.57,452092.26,216592.92,452007.35,1,1
216600.33,452026.41,216597.13,452026.54,216593.94,452026.72,216494.57,452092.26,216592.85,452006.35,1,1
216600.28,452025.42,216597.09,452025.56,216593.9,452025.72,216494.57,452092.26,216592.78,452005.36,1,1
216600.24,452024.43,216597.04,452024.56,216593.85,452024.73,216494.57,452092.26,216592.71,452004.37,1,1
216600.19,452023.44,216597,452023.56,216593.81,452023.73,216494.57,452092.26,216592.64,452003.38,1,1
216600.15,452022.45,216596.96,452022.58,216593.76,452022.74,216494.57,452092.26,216592.56,452002.38,1,1
216600.1,452021.46,216596.91,452021.59,216593.72,452021.75,216494.57,452092.26,216592.49,452001.39,1,1
216600.06,452020.46,216596.87,452020.6,216593.68,452020.76,216494.57,452092.26,216592.42,452000.4,1,1
216600.02,452019.47,216596.82,452019.61,216593.63,452019.77,216494.57,452092.26,216592.35,451999.4,1,1
216599.97,452018.48,216596.78,452018.62,216593.59,452018.78,216494.57,452092.26,216592.28,451998.42,1,1
216599.93,452017.49,216596.73,452017.62,216593.54,452017.79,216494.57,452092.26,216592.2,451997.43,1,1
216599.88,452016.5,216596.69,452016.63,216593.5,452016.81,216494.57,452092.26,216592.13,451996.44,1,1
216599.84,452015.51,216596.64,452015.63,216593.45,452015.82,216494.57,452092.26,216592.06,451995.46,1,1
216599.79,452014.51,216596.6,452014.64,216593.41,452014.83,216494.57,452092.26,216591.99,451994.47,1,1
216599.75,452013.53,216596.55,452013.64,216593.36,452013.84,216494.57,452092.26,216591.92,451993.49,1,1
216599.7,452012.53,216596.51,452012.65,216593.32,452012.85,216494.57,452092.26,216591.85,451992.5,1,1
216599.63,452011.54,216596.44,452011.66,216593.25,452011.86,216494.57,452092.26,216591.78,451991.52,1,1
216599.56,452010.56,216596.37,452010.66,216593.18,452010.88,216494.57,452092.26,216591.7,451990.53,1,1
216599.49,452009.56,216596.29,452009.67,216593.11,452009.89,216494.57,452092.26,216591.63,451989.53,1,1
216599.42,452008.57,216596.22,452008.68,216593.03,452008.9,216494.57,452092.26,216591.56,451988.55,1,1
216599.35,452007.58,216596.15,452007.69,216592.96,452007.9,216494.57,452092.26,216591.49,451987.56,1,1
216599.28,452006.58,216596.08,452006.69,216592.89,452006.91,216494.57,452092.26,216591.42,451986.57,1,1
216599.2,452005.6,216596.01,452005.7,216592.82,452005.92,216494.57,452092.26,216591.35,451985.58,1,1
216599.13,452004.61,216595.94,452004.71,216592.75,452004.93,216494.57,452092.26,216591.28,451984.6,1,1
216599.06,452003.61,216595.86,452003.71,216592.68,452003.93,216494.57,452092.26,216591.2,451983.61,1,1
216598.99,452002.62,216595.79,452002.72,216592.6,452002.94,216494.57,452092.26,216591.13,451982.63,1,1
216598.92,452001.62,216595.72,452001.73,216592.53,452001.95,216494.57,452092.26,216591.06,451981.64,1,1
216598.84,452000.63,216595.65,452000.74,216592.46,452000.95,216494.57,452092.26,216590.99,451980.66,1,1
216598.77,451999.64,216595.58,451999.76,216592.39,451999.96,216494.57,452092.26,216590.92,451979.67,1,1
216598.7,451998.64,216595.51,451998.77,216592.32,451998.97,216494.57,452092.26,216590.85,451978.68,1,1
216598.63,451997.65,216595.43,451997.78,216592.24,451997.98,216494.57,452092.26,216590.78,451977.69,1,1
216598.56,451996.66,216595.36,451996.79,216592.17,451997,216494.57,452092.26,216590.7,451976.7,1,1
216598.49,451995.68,216595.29,451995.8,216592.1,451996.01,216494.57,452092.26,216590.63,451975.71,1,1
216598.41,451994.69,216595.22,451994.82,216592.03,451995.03,216494.57,452092.26,216590.56,451974.73,1,1
216598.34,451993.69,216595.15,451993.82,216591.96,451994.04,216494.57,452092.26,216590.49,451973.73,1,1
216598.27,451992.7,216595.08,451992.83,216591.89,451993.06,216494.57,452092.26,216590.42,451972.74,1,1
216598.2,451991.7,216595,451991.84,216591.82,451992.07,216494.57,452092.26,216590.35,451971.76,1,1
216598.13,451990.71,216594.93,451990.84,216591.75,451991.09,216494.57,452092.26,216590.27,451970.77,1,1
216598.06,451989.72,216594.86,451989.85,216591.67,451990.09,216494.57,452092.26,216590.2,451969.79,1,1
216597.98,451988.73,216594.79,451988.86,216591.6,451989.1,216494.57,452092.26,216590.13,451968.79,1,1
216597.91,451987.74,216594.72,451987.88,216591.53,451988.12,216494.57,452092.26,216590.06,451967.8,1,1
216597.84,451986.75,216594.65,451986.88,216591.46,451987.13,216494.57,452092.26,216589.99,451966.8,1,1
216597.77,451985.76,216594.57,451985.89,216591.39,451986.14,216494.57,452092.26,216589.92,451965.81,1,1
216597.7,451984.77,216594.5,451984.9,216591.32,451985.16,216494.57,452092.26,216589.84,451964.81,1,1
216597.63,451983.79,216594.43,451983.91,216591.24,451984.17,216494.57,452092.26,216589.77,451963.83,1,1
216597.55,451982.79,216594.36,451982.93,216591.17,451983.18,216494.57,452092.26,216589.7,451962.84,1,1
216597.48,451981.8,216594.29,451981.93,216591.1,451982.2,216494.57,452092.26,216589.63,451961.85,1,1
216597.41,451980.8,216594.22,451980.94,216591.03,451981.21,216494.57,452092.26,216589.56,451960.87,1,1
216597.34,451979.81,216594.14,451979.95,216590.96,451980.23,216494.57,452092.26,216589.49,451959.88,1,1
216597.27,451978.82,216594.07,451978.97,216590.89,451979.24,216494.57,452092.26,216589.41,451958.9,1,1
216597.19,451977.82,216594,451977.99,216590.82,451978.25,216494.57,452092.26,216589.34,451957.91,1,1
216597.12,451976.83,216593.93,451977,216590.74,451977.26,216494.57,452092.26,216589.27,451956.92,1,1
216597.05,451975.84,216593.86,451976.01,216590.67,451976.27,216494.57,452092.26,216589.2,451955.93,1,1
216596.98,451974.85,216593.79,451975.02,216590.6,451975.28,216494.57,452092.26,216589.13,451954.94,1,1
216596.91,451973.87,216593.72,451974.03,216590.53,451974.29,216494.57,452092.26,216589.06,451953.95,1,1
216596.84,451972.87,216593.64,451973.04,216590.46,451973.3,216494.57,452092.26,216588.98,451952.96,1,1
216596.76,451971.88,216593.57,451972.05,216590.39,451972.31,216494.57,452092.26,216588.91,451951.96,1,1
216596.69,451970.88,216593.5,451971.07,216590.31,451971.33,216494.57,452092.26,216588.84,451950.97,1,1
216596.62,451969.89,216593.43,451970.08,216590.24,451970.34,216494.57,452092.26,216588.77,451949.98,1,1
216596.55,451968.91,216593.36,451969.08,216590.17,451969.35,216494.57,452092.26,216588.7,451949,1,1
216596.48,451967.92,216593.29,451968.1,216590.1,451968.35,216494.57,452092.26,216588.63,451948.02,1,1
216596.41,451966.93,216593.21,451967.1,216590.03,451967.36,216494.57,452092.26,216588.56,451947.02,1,1
216596.34,451965.94,216593.14,451966.12,216589.96,451966.36,216494.57,452092.26,216588.48,451946.04,1,1
216596.26,451964.95,216593.07,451965.12,216589.88,451965.37,216494.57,452092.26,216588.41,451945.05,1,1
216596.19,451963.97,216593,451964.13,216589.81,451964.38,216494.57,452092.26,216588.34,451944.06,1,1
216596.12,451962.98,216592.93,451963.15,216589.74,451963.39,216494.57,452092.26,216588.27,451943.07,1,1
216596.05,451961.99,216592.86,451962.16,216589.67,451962.4,216494.57,452092.26,216588.2,451942.08,1,1
216595.98,451960.99,216592.78,451961.17,216589.6,451961.42,216494.57,452092.26,216588.13,451941.09,1,1
216595.91,451960,216592.71,451960.17,216589.53,451960.44,216494.57,452092.26,216588.05,451940.09,1,1
216595.83,451959.01,216592.64,451959.18,216589.46,451959.45,216494.57,452092.26,216587.98,451939.1,1,1
216595.76,451958.02,216592.57,451958.19,216589.38,451958.47,216494.57,452092.26,216587.91,451938.11,1,1
216595.69,451957.02,216592.5,451957.2,216589.31,451957.47,216494.57,452092.26,216587.84,451937.12,1,1
216595.62,451956.03,216592.43,451956.22,216589.24,451956.48,216494.57,452092.26,216587.77,451936.13,1,1
216595.55,451955.03,216592.35,451955.23,216589.17,451955.5,216494.57,452092.26,216587.69,451935.14,1,1
216595.47,451954.04,216592.28,451954.23,216589.1,451954.51,216494.57,452092.26,216587.62,451934.15,1,1
216595.4,451953.06,216592.21,451953.25,216589.02,451953.51,216494.57,452092.26,216587.55,451933.15,1,1
216595.33,451952.07,216592.14,451952.26,216588.95,451952.52,216494.57,452092.26,216587.48,451932.17,1,1
216595.26,451951.09,216592.07,451951.26,216588.88,451951.52,216494.57,452092.26,216587.41,451931.18,1,1
216595.19,451950.1,216592,451950.28,216588.81,451950.54,216494.57,452092.26,216587.34,451930.19,1,1
216595.12,451949.11,216591.93,451949.29,216588.74,451949.55,216494.57,452092.26,216587.26,451929.2,1,1
216595.05,451948.12,216591.85,451948.3,216588.67,451948.57,216494.57,452092.26,216587.19,451928.21,1,1
216594.97,451947.13,216591.78,451947.32,216588.6,451947.58,216494.57,452092.26,216587.12,451927.23,1,1
216594.9,451946.14,216591.71,451946.32,216588.52,451946.59,216494.57,452092.26,216587.05,451926.24,1,1
216594.83,451945.15,216591.64,451945.33,216588.45,451945.6,216494.57,452092.26,216586.98,451925.25,1,1
216594.76,451944.15,216591.57,451944.35,216588.38,451944.61,216494.57,452092.26,216586.91,451924.25,1,1
216594.69,451943.16,216591.5,451943.36,216588.31,451943.62,216494.57,452092.26,216586.84,451923.27,1,1
216594.62,451942.18,216591.42,451942.37,216588.24,451942.63,216494.57,452092.26,216586.76,451922.28,1,1
216594.55,451941.19,216591.35,451941.39,216588.17,451941.64,216494.57,452092.26,216586.69,451921.29,1,1
216594.47,451940.19,216591.28,451940.4,216588.09,451940.65,216494.57,452092.26,216586.62,451920.3,1,1
216594.4,451939.2,216591.21,451939.41,216588.02,451939.65,216494.57,452092.26,216586.55,451919.31,1,1
216594.33,451938.21,216591.14,451938.42,216587.95,451938.67,216494.57,452092.26,216586.48,451918.33,1,1
216594.26,451937.23,216591.07,451937.43,216587.88,451937.67,216494.57,452092.26,216586.41,451917.34,1,1
216594.19,451936.24,216590.99,451936.43,216587.81,451936.69,216494.57,452092.26,216586.33,451916.35,1,1
216594.12,451935.24,216590.92,451935.44,216587.73,451935.69,216494.57,452092.26,216586.26,451915.36,1,1
216594.04,451934.26,216590.85,451934.44,216587.66,451934.7,216494.57,452092.26,216586.19,451914.36,1,1
216593.97,451933.27,216590.78,451933.45,216587.59,451933.71,216494.57,452092.26,216586.12,451913.37,1,1
216593.9,451932.28,216590.71,451932.46,216587.52,451932.72,216494.57,452092.26,216586.05,451912.38,1,1
216593.83,451931.29,216590.64,451931.48,216587.45,451931.74,216494.57,452092.26,216585.98,451911.4,1,1
216593.76,451930.31,216590.56,451930.49,216587.38,451930.74,216494.57,452092.26,216585.9,451910.41,1,1
216593.69,451929.31,216590.49,451929.49,216587.3,451929.75,216494.57,452092.26,216585.83,451909.42,1,1
216593.61,451928.32,216590.42,451928.5,216587.23,451928.77,216494.57,452092.26,216487.98,452463.79,1,1
216593.54,451927.34,216590.35,451927.51,216587.16,451927.79,216494.57,452092.26,216488.98,452463.76,1,1
216593.47,451926.34,216590.28,451926.51,216587.09,451926.8,216494.57,452092.26,216489.97,452463.74,1,1
216593.4,451925.35,216590.21,451925.52,216587.02,451925.8,216494.57,452092.26,216490.96,452463.72,1,1
216592.92,451924.8,216589.73,451924.8,216586.53,451924.8,216494.57,452092.26,216491.96,452463.7,1,1
216592.98,451923.8,216589.79,451923.8,216586.59,451923.8,216494.57,452092.26,216491.96,452463.7,1,1
216592.04,451922.8,216589.85,451922.8,216586.65,451922.8,216494.57,452092.26,216491.96,452463.7,1,1
216592.1,451921.8,216589.91,451921.8,216586.71,451921.8,216494.57,452092.26,216491.96,452463.7,1,1
216592.16,451920.8,216589.97,451920.8,216586.77,451920.8,216494.57,452092.26,216491.96,452463.7,1,1
216592.22,451919.8,216589.03,451919.8,216586.83,451919.8,216494.57,452092.26,216491.96,452463.7,1,1
216592.28,451918.8,216588.09,451918.8,216586.89,451918.8,216494.57,452092.26,216491.96,452463.7,1,1
216592.34,451917.8,216588.15,451917.8,216586.95,451917.8,216494.57,452092.26,216491.96,452463.7,1,1
216592.4,451916.8,216588.21,451916.8,216585.01,451916.8,216494.57,452092.26,216491.96,452463.7,1,1
216591.47,451915.8,216588.27,451915.8,216585.07,451915.8,216494.57,452092.26,216491.96,452463.7,1,1
